Nama,ID Produk,Rentang GMV,Status daftar produk,GMV,GMV dari LIVE penjual,GMV LIVE penjual,GMV tidak langsung dari LIVE penjual,GMV dari video penjual,GMV video penjual,GMV tidak langsung dari video penjual,GMV dari kreator,GMV dari LIVE kreator,GMV LIVE afiliasi,GMV tidak langsung dari LIVE kreator,GMV dari video afiliasi,GMV video Afiliasi,GMV tidak langsung dari video kreator,GMV kartu produk penjual,Pesanan,Pesanan SKU,Produk terjual,Est. pembeli,AOV (pesanan SKU),Impresi produk,Klik produk,CTR,Jumlah tambahkan ke keranjang,Persentase tambahkan ke keranjang,CTOR (pesanan SKU),Impresi produk unik,Klik unik,CTR unik,Pembeli yang menambahkan ke keranjang,Persentase ATC unik,CTOR unik (pesanan SKU),GMV dengan pajak,Pajak,GMV (dengan subsidi dari TikTok),Shipping fees,Pengembalian dana,Produk yang dikembalikan dananya,Pembeli yang dikembalikan dananya,Impresi produk tab Toko,Klik produk tab Toko,Klik produk tab Toko unik,Est. pembeli tab Toko,CTR tab Toko,CTOR tab Toko (SKU),GMV tab Toko,Produk terjual dari tab Toko,Perolehan GMV,GMV.1,GMV tidak langsung,Pesanan teratribusi,Pesanan SKU teratribusi,Pesanan SKU.1,Pesanan SKU tidak langsung,Produk terjual dengan atribusi,Produk terjual.1,Produk yang terjual secara tidak langsung,Est. pembeli.1,AOV (pesanan SKU teratribusi),Jumlah LIVE baru,Impresi produk.1,Klik produk.1,CTR.1,Jumlah tambahkan ke keranjang.1,Persentase tambahkan ke keranjang.1,CTOR (pesanan SKU).1,Impresi produk unik.1,Klik unik.1,CTR unik.1,Pembeli yang menambahkan ke keranjang.1,Persentase ATC unik.1,CTOR unik (pesanan SKU).1,Perolehan GMV.1,GMV.2,GMV tidak langsung.1,Pesanan teratribusi.1,Pesanan SKU teratribusi.1,Pesanan SKU.2,Pesanan SKU tidak langsung.1,Produk terjual dengan atribusi.1,Produk terjual.2,Produk yang terjual secara tidak langsung.1,Est. pembeli.2,AOV (pesanan SKU teratribusi).1,Jumlah video baru,Impresi produk.2,Klik produk.2,CTR.2,Jumlah tambahkan ke keranjang.2,Persentase tambahkan ke keranjang.2,CTOR (pesanan SKU).2,Impresi produk unik.2,Klik unik.2,CTR unik.2,Pembeli yang menambahkan ke keranjang.2,Persentase ATC unik.2,CTOR unik (pesanan SKU).2,Perolehan GMV.2,GMV dari LIVE,GMV LIVE afiliasi.1,GMV tidak langsung dari LIVE kreator.1,GMV dari video,GMV video Afiliasi.1,GMV tidak langsung dari video kreator.1,Pesanan teratribusi.2,Pesanan SKU teratribusi.2,Produk terjual dengan atribusi.2,Est. pembeli.3,AOV (pesanan SKU teratribusi).2,promoting_creators_metric_name_short_ui,Jumlah LIVE baru.1,Jumlah video baru.1,Impresi produk.3,Klik produk.3,CTR.3,Jumlah tambahkan ke keranjang.3,Persentase tambahkan ke keranjang.3,CTOR (pesanan SKU).3,Impresi produk unik.3,Klik unik.3,CTR unik.3,Pembeli yang menambahkan ke keranjang.3,Persentase ATC unik.3,CTOR unik (pesanan SKU).3,Impresi produk (LIVE),Klik produk (LIVE),CTR (LIVE),Jumlah tambahkan ke keranjang (LIVE),Tambahkan ke keranjang (LIVE),CTOR (pesanan SKU) (LIVE),Impresi produk unik (LIVE),Klik unik (LIVE),CTR unik (LIVE),Pengguna ATC (LIVE),Persentase ATC unik (LIVE),CTOR unik (SKU) (LIVE),Impresi produk (video),Klik produk (video),CTR (video),Jumlah tambahkan ke keranjang (video),Tambahkan ke keranjang (video),CTOR (pesanan SKU) (video),Impresi produk unik (video),Klik unik (video),CTR unik (video),Pengguna ATC (video),Persentase ATC unik (video),CTOR unik (SKU) (video),Perolehan GMV.3,GMV.3,GMV tidak langsung.2,Pesanan teratribusi.3,Pesanan SKU teratribusi.3,Pesanan SKU.3,Pesanan SKU tidak langsung.2,Produk terjual dengan atribusi.3,Produk terjual.3,Produk yang terjual secara tidak langsung.2,Est. pembeli.4,AOV (pesanan SKU teratribusi).3,Impresi produk.4,Klik produk.4,CTR.4,Jumlah tambahkan ke keranjang.4,Persentase tambahkan ke keranjang.4,CTOR (pesanan SKU).4,Impresi produk unik.4,Klik unik.4,CTR unik.4,Pembeli yang menambahkan ke keranjang.4,Persentase ATC unik.4,CTOR unik (pesanan SKU).4
MIKAYO MESIN JIGSAW MESIN GERGAJI KAYU POTONG KAYU TRIPLEK MESIN JIGSAW LISTRIK 600Watt TERMURAHHH,1730743337215428093,GMV ≥250 atau produk terjual ≥3,Aktif,Rp68.837.358,Rp2.288.247,Rp2.094.983,Rp193.264,Rp2.769.125,Rp1.832.365,Rp936.760,Rp56.179.464,Rp2.274.771,Rp2.274.771,Rp0,Rp47.999.490,Rp40.807.827,Rp7.191.663,Rp7.600.522,322,322,323,316,Rp213.781,300660,17498,5.82%,838,4.79%,1.84%,208607,12256,5.88%,739,6.03%,2.58%,Rp68.837.358,Rp0,Rp85.312.328,Rp18.052.348,Rp17.082.663,80,76,116617,6772,4842,168,5.81%,2.53%,Rp36.546.555,172,Rp2.288.247,Rp2.094.983,Rp193.264,12,12,11,1,12,11,1,12,Rp190.687,164,27403,787,2.87%,18,2.29%,1.52%,21867,574,2.62%,17,2.96%,2.09%,Rp2.769.125,Rp1.832.365,Rp936.760,13,13,9,4,13,9,4,13,Rp213.010,5,9788,793,8.10%,37,4.67%,1.64%,7456,640,8.58%,32,5.00%,2.03%,Rp56.179.464,Rp2.274.771,Rp2.274.771,Rp0,Rp47.999.490,Rp40.807.827,Rp7.191.663,263,263,264,257,Rp213.610,189,197,54,173368,11880,6.85%,552,4.65%,2.21%,118709,8325,7.01%,497,5.97%,3.09%,46362,1018,2.20%,36,3.54%,1.08%,35688,744,2.08%,30,4.03%,1.48%,124640,10796,8.66%,507,4.70%,2.08%,82259,7576,9.21%,458,6.05%,2.89%,Rp7.600.522,Rp7.600.522,Rp0,34,34,34,0,34,34,0,34,Rp223.545,90098,4038,4.48%,231,5.72%,0.84%,69895,3310,4.74%,212,6.40%,1.03%
SUPER HEMAT -Konektor Las Socket Konektor Travo Las Female dan Male 10-25MM,1730862411638998525,produk terjual ≥1,Aktif,Rp67.701.578,Rp51.813,Rp51.813,Rp0,Rp32.184.209,Rp31.240.166,Rp944.043,Rp28.486.906,Rp29.189,Rp29.189,Rp0,Rp25.939.316,Rp24.665.431,Rp1.273.885,Rp6.978.650,1668,1668,2215,1649,Rp40.588,1074838,17186,1.60%,1147,6.67%,9.71%,884727,14191,1.60%,1034,7.29%,11.62%,Rp67.701.578,Rp0,Rp100.031.675,Rp35.665.629,Rp6.486.978,192,152,167975,2705,2176,350,1.61%,13.09%,Rp14.794.016,483,Rp51.813,Rp51.813,Rp0,1,1,1,0,1,1,0,1,Rp51.813,55,1051,19,1.81%,1,5.26%,5.26%,951,14,1.47%,1,7.14%,7.14%,Rp32.184.209,Rp31.240.166,Rp944.043,819,819,795,24,1060,1027,33,811,Rp39.297,7,580285,7592,1.31%,563,7.42%,10.79%,516105,6760,1.31%,502,7.43%,12.00%,Rp28.486.906,Rp29.189,Rp29.189,Rp0,Rp25.939.316,Rp24.665.431,Rp1.273.885,702,702,933,693,Rp40.580,137,31,110,331709,7194,2.17%,453,6.30%,9.76%,269510,6036,2.24%,421,6.97%,11.48%,915,6,0.66%,0,0.00%,16.67%,825,6,0.73%,0,0.00%,16.67%,325538,7130,2.19%,449,6.30%,8.89%,266500,5982,2.24%,417,6.97%,10.46%,Rp6.978.650,Rp6.978.650,Rp0,146,146,146,0,221,221,0,145,Rp47.799,161792,2381,1.47%,130,5.46%,6.13%,142184,2073,1.46%,123,5.93%,6.99%
Engsel Pintu Kayu 5 Inch Tebal Silver Sepasang Engsel Pintu Rumah 5 Inc 4 Inci 3 Stainless Anti Karat Perak Chrome,1729628098961769981,GMV ≥10rb atau produk terjual ≥300,Aktif,Rp65.977.699,Rp125.731,Rp26.260,Rp99.471,Rp4.279.059,Rp3.410.944,Rp868.115,Rp53.085.725,Rp2.671.124,Rp2.263.559,Rp407.565,Rp44.347.299,Rp34.423.241,Rp9.924.058,Rp8.487.184,1029,1084,3238,948,Rp60.865,193431,14033,7.25%,1361,9.70%,7.72%,127857,9373,7.33%,1036,11.05%,10.11%,Rp65.977.699,Rp0,Rp89.584.855,Rp27.096.649,Rp11.466.656,514,117,115929,8690,5806,710,7.50%,9.22%,Rp48.995.319,2399,Rp125.731,Rp26.260,Rp99.471,2,2,1,1,7,2,5,2,Rp62.866,92,3261,35,1.07%,4,11.43%,5.71%,2797,28,1.00%,3,10.71%,7.14%,Rp4.279.059,Rp3.410.944,Rp868.115,85,89,76,13,227,176,51,73,Rp48.079,2,8026,611,7.61%,37,6.06%,14.57%,4670,481,10.30%,28,5.82%,15.18%,Rp53.085.725,Rp2.671.124,Rp2.263.559,Rp407.565,Rp44.347.299,Rp34.423.241,Rp9.924.058,806,851,2553,747,Rp62.380,145,141,12,99374,9313,9.37%,852,9.15%,9.14%,65811,6493,9.87%,684,10.53%,11.50%,9378,405,4.32%,22,5.43%,8.64%,6910,285,4.12%,18,6.32%,10.88%,87459,8816,10.08%,810,9.19%,8.05%,58319,6193,10.62%,662,10.69%,10.01%,Rp8.487.184,Rp8.487.184,Rp0,136,142,142,0,451,451,0,127,Rp59.769,82769,4074,4.92%,468,11.49%,3.49%,62786,2894,4.61%,354,12.23%,4.39%
MESIN BOR ELECTRIC DRILL / BOR TANGAN 10MM SET Mesin Bor Listrik,1729638039306668541,produk terjual ≥1,Aktif,Rp65.868.011,Rp388.324,Rp180.416,Rp207.908,Rp44.714.719,Rp39.403.229,Rp5.311.490,Rp12.345.123,Rp843.105,Rp843.105,Rp0,Rp6.411.963,Rp5.298.314,Rp1.113.649,Rp8.419.845,335,335,346,325,Rp196.621,196940,12626,6.41%,668,5.29%,2.65%,131953,8773,6.65%,591,6.74%,3.70%,Rp65.868.011,Rp0,Rp83.897.775,Rp15.552.500,Rp18.639.174,94,82,100954,6123,4213,189,6.07%,3.15%,Rp38.571.544,204,Rp388.324,Rp180.416,Rp207.908,2,2,1,1,2,1,1,2,Rp194.162,28,1800,62,3.44%,1,1.61%,3.23%,1496,42,2.81%,1,2.38%,4.76%,Rp44.714.719,Rp39.403.229,Rp5.311.490,235,235,206,29,235,206,29,230,Rp190.275,1,21430,1538,7.18%,86,5.59%,15.28%,14007,1160,8.28%,70,6.03%,19.83%,Rp12.345.123,Rp843.105,Rp843.105,Rp0,Rp6.411.963,Rp5.298.314,Rp1.113.649,65,65,65,61,Rp189.925,102,90,39,103392,8054,7.79%,455,5.65%,0.81%,70072,5877,8.39%,408,6.94%,1.04%,9971,303,3.04%,8,2.64%,1.65%,9115,242,2.65%,8,3.31%,1.65%,88697,7643,8.62%,439,5.74%,0.43%,58684,5579,9.51%,394,7.06%,0.57%,Rp8.419.845,Rp8.419.845,Rp0,33,33,33,0,44,44,0,33,Rp255.147,70318,2972,4.23%,126,4.24%,1.11%,57104,2263,3.96%,115,5.08%,1.46%
YUKIDO SPRAYGUN HVLP H-827 600 cc PROFESSIONAL ALAT CAT DUCO SEMPROT,1729691845771102717,GMV ≥250 atau produk terjual ≥3,Aktif,Rp65.334.406,Rp416.302,Rp416.302,Rp0,Rp15.669.763,Rp14.179.899,Rp1.489.864,Rp43.510.514,Rp315.463,Rp315.463,Rp0,Rp39.720.754,Rp32.979.503,Rp6.741.251,Rp5.737.827,316,316,320,307,Rp206.754,367569,22606,6.15%,1717,7.60%,1.40%,232517,16621,7.15%,1474,8.87%,1.85%,Rp65.334.406,Rp0,Rp77.413.369,Rp9.543.719,Rp15.881.378,78,75,145660,7418,5438,145,5.09%,2.02%,Rp30.191.097,151,Rp416.302,Rp416.302,Rp0,2,2,2,0,2,2,0,2,Rp208.151,106,4837,77,1.59%,0,0.00%,2.60%,4040,60,1.49%,0,0.00%,3.33%,Rp15.669.763,Rp14.179.899,Rp1.489.864,74,74,66,8,75,67,8,70,Rp211.754,2,34631,2583,7.46%,154,5.96%,2.86%,25748,2166,8.41%,144,6.65%,3.23%,Rp43.510.514,Rp315.463,Rp315.463,Rp0,Rp39.720.754,Rp32.979.503,Rp6.741.251,212,212,215,207,Rp205.238,73,47,37,229465,16292,7.10%,1297,7.96%,1.30%,148689,12399,8.34%,1123,9.06%,1.67%,1289,34,2.64%,1,2.94%,2.94%,1056,28,2.65%,1,3.57%,3.57%,223144,16189,7.25%,1291,7.97%,1.20%,144840,12328,8.51%,1119,9.08%,1.54%,Rp5.737.827,Rp5.737.827,Rp0,28,28,28,0,28,28,0,28,Rp204.922,98636,3654,3.70%,266,7.28%,0.77%,78188,3054,3.91%,243,7.96%,0.92%
BOSCH GHO16-82 Mesin Planner Mesin Serut Ketam Sugu Kayu,1732772670181443069,produk terjual ≥1,Aktif,Rp61.317.655,Rp1.787.899,Rp1.787.899,Rp0,Rp14.649.663,Rp12.208.608,Rp2.441.055,Rp43.941.197,Rp0,Rp0,Rp0,Rp43.941.197,Rp43.941.197,Rp0,Rp938.896,57,57,58,54,Rp1.075.748,332526,31716,9.54%,416,1.31%,0.18%,239956,25227,10.51%,356,1.41%,0.21%,Rp61.317.655,Rp0,Rp69.172.385,Rp7.678.500,Rp33.170.464,32,31,55708,4161,3281,12,7.47%,0.31%,Rp13.740.859,13,Rp1.787.899,Rp1.787.899,Rp0,2,2,2,0,2,2,0,2,Rp893.950,26,7172,213,2.97%,4,1.88%,0.94%,5772,161,2.79%,4,2.48%,1.24%,Rp14.649.663,Rp12.208.608,Rp2.441.055,14,14,12,2,14,12,2,14,Rp1.046.404,2,49596,5076,10.23%,107,2.11%,0.28%,39131,4324,11.05%,85,1.97%,0.32%,Rp43.941.197,Rp0,Rp0,Rp0,Rp43.941.197,Rp43.941.197,Rp0,40,40,41,37,Rp1.098.530,40,26,17,252906,25793,10.20%,293,1.14%,0.16%,194140,21373,11.01%,262,1.23%,0.17%,6181,156,2.52%,1,0.64%,0.00%,5064,112,2.21%,1,0.89%,0.00%,245778,25610,10.42%,292,1.14%,0.16%,188916,21252,11.25%,261,1.23%,0.17%,Rp938.896,Rp938.896,Rp0,1,1,1,0,1,1,0,1,Rp938.896,22852,634,2.77%,12,1.89%,0.16%,18570,535,2.88%,12,2.24%,0.19%
FOREDOM Mesin Bor Gantung - Die Grinder Tuner Kit Korek Motor Alat Porting Cuner,1730796014838384125,produk terjual ≥1,Aktif,Rp60.339.020,Rp477.791,Rp477.791,Rp0,Rp2.091.830,Rp1.088.412,Rp1.003.418,Rp37.961.794,Rp489.060,Rp0,Rp489.060,Rp29.712.825,Rp19.100.335,Rp10.612.490,Rp19.807.605,112,112,112,111,Rp538.741,154644,8909,5.76%,651,7.31%,1.26%,109898,7015,6.38%,580,8.27%,1.58%,Rp60.339.020,Rp0,Rp70.310.536,Rp8.048.000,Rp11.298.882,21,21,58895,2765,2160,71,4.69%,2.57%,Rp37.479.022,71,Rp477.791,Rp477.791,Rp0,1,1,1,0,1,1,0,1,Rp477.791,24,1097,17,1.55%,0,0.00%,5.88%,919,14,1.52%,0,0.00%,7.14%,Rp2.091.830,Rp1.088.412,Rp1.003.418,4,4,2,2,4,2,2,4,Rp522.958,1,14001,881,6.29%,43,4.88%,0.45%,12069,790,6.55%,43,5.44%,0.51%,Rp37.961.794,Rp489.060,Rp0,Rp489.060,Rp29.712.825,Rp19.100.335,Rp10.612.490,71,71,71,71,Rp534.673,48,33,22,81279,5294,6.51%,280,5.29%,1.34%,58444,4392,7.51%,248,5.65%,1.62%,3203,86,2.68%,2,2.33%,1.16%,2699,66,2.45%,2,3.03%,1.52%,75647,5152,6.81%,274,5.32%,1.07%,54920,4287,7.81%,242,5.64%,1.28%,Rp19.807.605,Rp19.807.605,Rp0,36,36,36,0,36,36,0,35,Rp550.211,58267,2717,4.66%,328,12.07%,1.32%,47404,2242,4.73%,297,13.25%,1.56%
"Paket Lengkap 4 Barang Yukido Palu 8 Oz, Geraji 12 In, Meteran 3M, Sendok Semen 7 In",1729796726823945725,GMV ≥3.500 atau produk terjual ≥100,Aktif,Rp58.696.957,Rp127.125,Rp59.489,Rp67.636,Rp22.884.244,Rp20.072.734,Rp2.811.510,Rp27.130.858,Rp65.757,Rp65.757,Rp0,Rp24.331.759,Rp21.391.995,Rp2.939.764,Rp8.554.730,897,897,903,868,Rp65.437,783893,38892,4.96%,1172,3.01%,2.31%,540079,28636,5.30%,1072,3.74%,3.03%,Rp58.696.957,Rp0,Rp77.956.325,Rp20.547.395,Rp12.710.143,192,186,454425,21423,16014,511,4.71%,2.46%,Rp33.820.715,531,Rp127.125,Rp59.489,Rp67.636,2,2,1,1,2,1,1,2,Rp63.562,121,5514,148,2.68%,0,0.00%,1.35%,4749,122,2.57%,0,0.00%,1.64%,Rp22.884.244,Rp20.072.734,Rp2.811.510,352,352,307,45,353,308,45,342,Rp65.012,9,275383,16962,6.16%,417,2.46%,2.08%,200800,13215,6.58%,383,2.90%,2.59%,Rp27.130.858,Rp65.757,Rp65.757,Rp0,Rp24.331.759,Rp21.391.995,Rp2.939.764,416,416,417,404,Rp65.218,61,42,23,204721,11443,5.59%,413,3.61%,3.64%,131694,8345,6.34%,381,4.57%,4.84%,2057,57,2.77%,1,1.75%,1.75%,1755,49,2.79%,1,2.04%,2.04%,195837,11277,5.76%,404,3.58%,3.31%,126145,8215,6.51%,374,4.55%,4.43%,Rp8.554.730,Rp8.554.730,Rp0,127,127,127,0,131,131,0,124,Rp67.360,298283,10340,3.47%,345,3.34%,1.23%,256198,8898,3.47%,326,3.66%,1.39%
Mesin Poles Mobil Polisher Car Motor Disk 5 Inch Alat Poles Mobil Kendaraan IWA MIKAYO 2 IN 1,1729781385258436093,produk terjual ≥1,Aktif,Rp57.831.827,Rp0,Rp0,Rp0,Rp30.634.566,Rp27.564.701,Rp3.069.865,Rp18.151.620,Rp0,Rp0,Rp0,Rp14.809.627,Rp12.793.634,Rp2.015.993,Rp9.045.641,341,341,341,335,Rp169.595,268250,16968,6.33%,1376,8.11%,2.01%,187626,12798,6.82%,1216,9.50%,2.62%,Rp57.831.827,Rp0,Rp73.851.235,Rp14.516.639,Rp12.015.270,69,68,90476,4167,3099,129,4.61%,3.17%,Rp21.830.933,132,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,53,3677,84,2.28%,2,2.38%,0.00%,3192,72,2.26%,2,2.78%,0.00%,Rp30.634.566,Rp27.564.701,Rp3.069.865,180,180,161,19,180,161,19,177,Rp170.192,4,76999,6167,8.01%,562,9.11%,2.92%,63127,5188,8.22%,496,9.56%,3.41%,Rp18.151.620,Rp0,Rp0,Rp0,Rp14.809.627,Rp12.793.634,Rp2.015.993,106,106,106,106,Rp171.242,84,43,51,108420,8089,7.46%,587,7.26%,1.31%,72711,6061,8.34%,527,8.69%,1.75%,3296,120,3.64%,3,2.50%,0.00%,2833,97,3.42%,3,3.09%,0.00%,100199,7889,7.87%,580,7.35%,1.09%,67013,5909,8.82%,520,8.80%,1.46%,Rp9.045.641,Rp9.045.641,Rp0,55,55,55,0,55,55,0,53,Rp164.466,79152,2628,3.32%,225,8.56%,2.09%,65227,2194,3.36%,206,9.39%,2.42%
Bonchi Mesin Router Bonchi Mikayo Profil Kayu Besar Wood Trimmer Profesional 3612BR 220V 1800W 23000RPM Bahan Berkualitas Tinggi,1729625471546721789,produk terjual ≥1,Aktif,Rp56.957.020,Rp6.550.547,Rp6.550.547,Rp0,Rp10.293.560,Rp7.515.807,Rp2.777.753,Rp35.482.915,Rp1.458.257,Rp1.458.257,Rp0,Rp30.626.970,Rp21.342.255,Rp9.284.715,Rp4.629.998,82,82,82,77,Rp694.598,257153,13478,5.24%,205,1.52%,0.61%,145902,8848,6.06%,166,1.88%,0.87%,Rp56.957.020,Rp0,Rp64.679.503,Rp10.734.632,Rp18.843.235,24,23,68635,3321,2382,39,4.84%,1.20%,Rp27.798.353,40,Rp6.550.547,Rp6.550.547,Rp0,9,9,9,0,9,9,0,9,Rp727.839,157,34267,744,2.17%,9,1.21%,1.21%,27819,592,2.13%,9,1.52%,1.52%,Rp10.293.560,Rp7.515.807,Rp2.777.753,15,15,11,4,15,11,4,15,Rp686.237,4,45757,3592,7.85%,38,1.06%,0.42%,28884,2834,9.81%,36,1.27%,0.53%,Rp35.482.915,Rp1.458.257,Rp1.458.257,Rp0,Rp30.626.970,Rp21.342.255,Rp9.284.715,53,53,53,51,Rp669.489,271,497,41,128370,7656,5.96%,105,1.37%,0.69%,69934,5102,7.30%,81,1.59%,1.00%,34825,741,2.13%,5,0.67%,0.27%,28591,583,2.04%,5,0.86%,0.34%,89902,6838,7.61%,92,1.35%,0.67%,40362,4497,11.14%,71,1.58%,0.98%,Rp4.629.998,Rp4.629.998,Rp0,5,5,5,0,5,5,0,5,Rp926.000,48759,1486,3.05%,53,3.57%,0.34%,35478,1263,3.56%,50,3.96%,0.40%
MESIN LAS MIKAYO 450 W WATT RENDAH 120A  INVERTER TRAVO LISTRIK 120A 20-120A 220V/50HZ~60H,1729649771456924157,produk terjual ≥1,Aktif,Rp56.256.959,Rp324.118,Rp0,Rp324.118,Rp5.588.505,Rp1.872.350,Rp3.716.155,Rp41.179.551,Rp478.235,Rp478.235,Rp0,Rp37.081.097,Rp29.364.940,Rp7.716.157,Rp9.164.785,161,161,161,158,Rp349.422,161460,8315,5.15%,386,4.64%,1.94%,114185,6492,5.69%,346,5.33%,2.43%,Rp56.256.959,Rp0,Rp69.624.974,Rp11.369.118,Rp17.146.896,47,46,82387,3495,2722,104,4.24%,3.00%,Rp35.868.976,105,Rp324.118,Rp0,Rp324.118,1,1,0,1,1,0,1,1,Rp324.118,28,1049,33,3.15%,2,6.06%,3.03%,925,26,2.81%,2,7.69%,3.85%,Rp5.588.505,Rp1.872.350,Rp3.716.155,16,16,5,11,16,5,11,16,Rp349.282,0,3984,229,5.75%,6,2.62%,6.99%,2447,183,7.48%,6,3.28%,8.74%,Rp41.179.551,Rp478.235,Rp478.235,Rp0,Rp37.081.097,Rp29.364.940,Rp7.716.157,117,117,117,115,Rp351.962,54,47,29,89009,5925,6.66%,262,4.42%,1.97%,67373,4842,7.19%,234,4.83%,2.38%,9700,218,2.25%,1,0.46%,0.46%,8485,189,2.23%,1,0.53%,0.53%,74002,5623,7.60%,257,4.57%,1.89%,56251,4597,8.17%,229,4.98%,2.26%,Rp9.164.785,Rp9.164.785,Rp0,27,27,27,0,27,27,0,26,Rp339.436,67418,2128,3.16%,116,5.45%,1.27%,52037,1694,3.26%,109,6.43%,1.53%
Selang  House Kompresor 50 Meter Steam Angin Air Cuci 50 Meter 8.5mm 50 M,1730855204605756925,produk terjual ≥1,Aktif,Rp54.004.132,Rp948.907,Rp759.027,Rp189.880,Rp30.840.989,Rp29.421.929,Rp1.419.060,Rp17.578.586,Rp0,Rp0,Rp0,Rp14.089.011,Rp13.281.928,Rp807.083,Rp4.635.650,135,137,142,133,Rp394.191,250329,16374,6.54%,288,1.76%,0.84%,145532,11281,7.75%,247,2.19%,1.18%,Rp54.004.132,Rp0,Rp62.439.062,Rp16.184.775,Rp13.435.456,29,29,64070,4417,3382,34,6.89%,0.79%,Rp11.978.935,39,Rp948.907,Rp759.027,Rp189.880,3,3,2,1,4,2,2,3,Rp316.302,120,8048,198,2.46%,4,2.02%,1.52%,6834,152,2.22%,4,2.63%,1.97%,Rp30.840.989,Rp29.421.929,Rp1.419.060,82,82,77,5,85,80,5,81,Rp376.110,4,95946,6000,6.25%,87,1.45%,1.37%,47670,4322,9.07%,80,1.85%,1.87%,Rp17.578.586,Rp0,Rp0,Rp0,Rp14.089.011,Rp13.281.928,Rp807.083,38,40,41,37,Rp439.465,76,52,54,87695,6767,7.72%,143,2.11%,0.59%,55587,4967,8.94%,117,2.36%,0.74%,2371,49,2.07%,1,2.04%,0.00%,2111,45,2.13%,1,2.22%,0.00%,82084,6660,8.11%,136,2.04%,0.50%,51947,4890,9.41%,114,2.33%,0.65%,Rp4.635.650,Rp4.635.650,Rp0,12,12,12,0,12,12,0,12,Rp386.304,58641,3409,5.81%,54,1.58%,0.35%,49509,2919,5.90%,53,1.82%,0.41%
Max Strong Branch Cutting Torch Blander Blender Las Potong Model Strong 8 Tekan dengan 3 Tip Potong No 1 2 dan 3 untuk Gas Oxy dan LPG,1731655307705026045,GMV ≥250 atau produk terjual ≥3,Aktif,Rp52.601.741,Rp0,Rp0,Rp0,Rp2.882.016,Rp2.882.016,Rp0,Rp48.245.933,Rp0,Rp0,Rp0,Rp47.519.173,Rp43.821.546,Rp3.697.627,Rp1.473.792,140,140,144,138,Rp375.727,173827,7681,4.42%,231,3.01%,1.82%,116804,5803,4.97%,209,3.60%,2.38%,Rp52.601.741,Rp0,Rp58.423.707,Rp4.109.000,Rp9.616.674,28,26,25373,989,677,31,3.90%,3.13%,Rp11.254.729,31,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,21,574,4,0.70%,0,0.00%,0.00%,520,4,0.77%,0,0.00%,0.00%,Rp2.882.016,Rp2.882.016,Rp0,8,8,8,0,8,8,0,8,Rp360.252,0,467,27,5.78%,0,0.00%,29.63%,296,22,7.43%,0,0.00%,36.36%,Rp48.245.933,Rp0,Rp0,Rp0,Rp47.519.173,Rp43.821.546,Rp3.697.627,128,128,132,126,Rp376.921,32,10,26,159233,7230,4.54%,211,2.92%,1.77%,108986,5523,5.07%,191,3.46%,2.28%,136,6,4.41%,0,0.00%,0.00%,116,6,5.17%,0,0.00%,0.00%,156824,7202,4.59%,210,2.92%,1.75%,108338,5501,5.08%,190,3.45%,2.25%,Rp1.473.792,Rp1.473.792,Rp0,4,4,4,0,4,4,0,4,Rp368.448,13553,420,3.10%,20,4.76%,0.95%,10091,352,3.49%,19,5.40%,1.14%
Selang Jet Cleaner Double PVC Insulation 10M 15M 20M 25M Meter untuk High Pressure Mesin Jet Cleaner Listrik ( WARNA RANDOM ) Selang Steam Cuci Mobil Motor Universal Untuk Semua Mesin Steam  Car,1730236002600846845,GMV ≥250 atau produk terjual ≥3,Aktif,Rp52.556.139,Rp528.534,Rp326.984,Rp201.550,Rp11.548.575,Rp10.210.441,Rp1.338.134,Rp37.422.819,Rp75.428,Rp75.428,Rp0,Rp34.543.834,Rp31.881.583,Rp2.662.251,Rp3.056.211,347,348,354,340,Rp151.023,225451,12953,5.75%,817,6.31%,2.69%,143508,9622,6.70%,741,7.70%,3.53%,Rp52.556.139,Rp0,Rp63.462.197,Rp12.200.399,Rp11.063.582,68,65,57717,3227,2347,94,5.59%,2.94%,Rp13.454.702,97,Rp528.534,Rp326.984,Rp201.550,3,3,2,1,3,2,1,3,Rp176.178,106,3864,76,1.97%,3,3.95%,3.95%,3380,55,1.63%,3,5.45%,5.45%,Rp11.548.575,Rp10.210.441,Rp1.338.134,77,77,67,10,79,69,10,77,Rp149.981,1,30928,1803,5.83%,84,4.66%,4.27%,20964,1438,6.86%,77,5.35%,5.35%,Rp37.422.819,Rp75.428,Rp75.428,Rp0,Rp34.543.834,Rp31.881.583,Rp2.662.251,244,245,249,239,Rp152.746,53,33,25,150214,9251,6.16%,637,6.89%,2.65%,99773,7201,7.22%,584,8.11%,3.32%,1216,23,1.89%,0,0.00%,4.35%,1110,20,1.80%,0,0.00%,5.00%,147606,9179,6.22%,633,6.90%,2.44%,97835,7155,7.31%,581,8.12%,3.05%,Rp3.056.211,Rp3.056.211,Rp0,23,23,23,0,23,23,0,22,Rp132.879,40439,1823,4.51%,93,5.10%,1.26%,31746,1451,4.57%,88,6.06%,1.52%
